text,nile
block traffic for the dorm,define intent uniIntent: for endpoint('dorms') 
block traffic for the dorm,define intent uniIntent: for endpoint('dorms') 
"Hey Lumi, please block traffic for IP 168.0.0.1",define intent uniIntent: for endpoint('network') block traffic('all')
update the service level for the teachers,define intent uniIntent: for group('professors')
please block traffic for all students.,define intent uniIntent: for group('students') block traffic('all')
Block traffic from YouTube,define intent uniIntent: for service('youtube') 
Set quota to 10GB per week for dorms,"define intent uniIntent: for endpoint('dorms') set quota('download', '10', 'gb/wk')"
Block F2movies for the students to the labs,define intent uniIntent: for endpoint('labs') block service('F2movies')
remove the firewall between the dorms and the Internet,define intent uniIntent: from endpoint('dorms') to endpoint('gateway') remove middlebox('firewall')
1GB student firewall,"define intent uniIntent: for group('students') add middlebox('firewall') set quota('download', '1', 'gb/hr')"
"Hey Lumi, please prohibit traffic for all students.","define intent uniIntent: for group('students'), traffic('all')"
"""Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
download up to 10 GB per week for nibbas,"define intent uniIntent: for endpoint('network') set quota('download', '10', 'gb/wk')"
inspect the labs traffic using DPI,define intent uniIntent: for endpoint('labs') add middlebox('dpi')
limit the rate to 100mbps for guests for torrent  website,"define intent uniIntent: for endpoint('guests'), traffic('torrent') set bandwidth('max', '100', 'mbps')"
limit student in dorms downloads to 10 gb per week,"define intent uniIntent: for group('students'), endpoint('dorms') set quota('download', '10', 'gb/wk')"
block traffic from website f2movies coming from labs,define intent uniIntent: for endpoint('labs') block service('F2movies')
block Youtube,define intent uniIntent: for endpoint('network') block service('youtube')
"""Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
FTP and SFTP servers are allowed by the University firewall,"define intent uniIntent: for endpoint('university'), protocol('ftp'), protocol('sftp') add middlebox('firewall')"
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
block all traffic coming from hostel,"define intent uniIntent: for endpoint('network') block traffic('all'), traffic('hostel')"
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please remove the firewall, the ips and the ids from the students hall","define intent uniIntent: for group('students') remove middlebox('firewall'), middlebox('ips'), middlebox('ids')"
"define intent buildIntent:      for endpoint('hall')      add middlebox('firewall'), middlebox('ips')",define intent uniIntent: for endpoint('network')  add middlebox('firewall')
add ips for dorms,define intent uniIntent: for endpoint('dorms') add middlebox('ips')
remove firewall from network,define intent uniIntent: for endpoint('network') remove middlebox('firewall')
block traffic tagged from PCI destined to non-PCI tagged networks,define intent uniIntent: for endpoint('network') block protocol('PCI')
block traffic labeled PCI to resources labeled non-PCI,"define intent uniIntent: for endpoint('network') block traffic('all'), traffic('PCI')"
"Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
Students can download up to 10 GB,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/hr')"
inspect traffic for the dorm,"define intent uniIntent: for endpoint('dorms'), traffic('all') add middlebox('dpi')"
block traffic for all students,define intent uniIntent: for group('students') 
How is the colour of the Skype?,define intent uniIntent: for endpoint('network') allow service('skype')
"""Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
Mimize the maximum link ultilization in the network under the condition that professors' bandwidth is limited to 50Gbps,"define intent uniIntent: for endpoint('network'), group('professors'), traffic('ultilization') add middlebox('condition') set bandwidth('max', '50', 'gbps')"
imit to 100 Mbps the bandwidth torrent traffic can consume,"define intent uniIntent: for traffic('torrent') set bandwidth('max', '100', 'mbps')"
set a 5 Gbps bandwidth limit for the server racks from 4PM to 7PM.,"define intent uniIntent: for endpoint('servers') set bandwidth('max', '5', 'gbps') start hour('16:00') end hour('19:00')"
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
Limit bandwidth usage to 50 mbps for professors,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
Please make traffic coming from the Internet pass through a firewall.,define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
minimize the maximum link ultilization in the network,define intent uniIntent: for endpoint('network')
Teacher inspects all traffic of students in the lab,"define intent uniIntent: for group('professors'), group('students'), endpoint('labs'), traffic('all') add middlebox('dpi')"
set a 5 Gbps bandwidth limit for the server racks from 4PM to 7PM,"define intent uniIntent: for endpoint('servers') set bandwidth('max', '5', 'gbps') start hour('16:00') end hour('19:00')"
Limit the bandwidth to 5gbps from google,"define intent uniIntent: for endpoint('network') set bandwidth('max', '5', 'gbps')"
"For all students in the lab, limit all traffic from Youtube to 5Mbps.","define intent uniIntent: for group('students'), endpoint('labs'), service('youtube'), traffic('all') set bandwidth('max', '5', 'mbps')"
Please limit bandwidth for everyone and make traffic pass through a firewall,define intent uniIntent: for endpoint('network') add middlebox('firewall')
"Hey Lumi, please block traffic for all students and  Students can download up to 10 GB per week of data","define intent uniIntent: for group('students') block traffic('all') set quota('download', '10', 'gb/wk')"
Limit bandwidth usage to 50 mbps for professors.,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
Students can download up to 10 GB per week of data.,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
"""Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
"""Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
"Hey Lumi, please block traffic for all students.",define intent uniIntent: for group('students') block traffic('all')
"""Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
please remove DPI from DMZ starting at 6am until 9pm,define intent uniIntent: for endpoint('DMZ') remove middlebox('dpi') start hour('06:00') end hour('21:00')
"Hey, Lumi!   Inspect traffic for students in the dorms","define intent uniIntent: for group('students'), endpoint('dorms'), traffic('all') add middlebox('dpi')"
"Hey Lumi, please block traffic for all students",define intent uniIntent: for group('students') block traffic('all')
H323 video conferencing is allowed by the University firewall,"define intent uniIntent: for endpoint('university'), service('H323 video conferencing') add middlebox('firewall')"
Limit bandwidth usage to 50 mbps for professors.,"define intent uniIntent: for group('professors') set bandwidth('max', '50', 'mbps')"
make tcp traffic pass through traffic shaper from 5pm to 8pm,define intent uniIntent: for protocol('tcp') add middlebox('traffic shaping') start hour('17:00') end hour('20:00')
Students 10 GB a day download quotas are on 10 AM to Midnight,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/d') start hour('10:00') end hour('24:00')"
Students can download up to 10 GB per week of data,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/wk')"
Allow traffic for user X.,define intent uniIntent: for group('users') 
block traffic from youtube,define intent uniIntent: for service('youtube') 
block traffic from,define intent uniIntent: for endpoint('network') 
Students can download up to per week of data.,define intent uniIntent: for group('students')
block traffic for all students,define intent uniIntent: for group('students') 
"""Please make traffic coming from the Internet pass through a firewall.""",define intent uniIntent: for endpoint('gateway') add middlebox('firewall')
update the qos for dorms,define intent uniIntent: for endpoint('dorms') add middlebox('qos')
add the firewall for students,define intent uniIntent: for group('students') add middlebox('firewall')
"""Hey Lumi, please block traffic for all students.""",define intent uniIntent: for group('students') block traffic('all')
please block traffic for all students,define intent uniIntent: for group('students') block traffic('all')
please block traffic for all students,define intent uniIntent: for group('students') block traffic('all')
"Hye Lmui, plaese blcok traffc for all studnets.",define intent uniIntent: for traffic('all')
please block traffic for all students.,define intent uniIntent: for group('students') block traffic('all')
